,Sentence,Emotion
7503,When I was emotionally unstable I said things which may have hurt á others or made them feel unhappy.  When I calmed down I realized á that I had been selfish and had not taken into consideration the á feelings of others.  Then I felt ashamed as someone pointed out my á behaviour to me.,shame
7504,"[ When I break someone's things out of carelessness, or do something  á to make others feel unhappy  or hurt the self-esteem / self-confidence  á of others, especially if they happen to be friends or family members.]",guilty
7505,"When I received the letter informing that I had been accepted to á be a Chinese university student, I was excited as I had longed á for it.",joy
7506,"One day when I was a little boy, my friends asked me to play á with them outside and to catch some boys.  However our parents á did not know that we were out and when I got home it was very á late and I feared being scolded by my parents.",fear
7507,When I learnt that a friend of mine had talked about me to á another friend and had said wrong things about my abilities and á attitudes.  I was very angry.,anger
7508,About two years ago my girlfriend suggested that we separate.  á This really gave me a shock as I had never thought that she would á say such things.  The reason she gave me was that we were not á suited for each other.,sadness
7509,Once while studying for my exam I found so many complicated words á that it disgusted me.,digust
7510,When I was young I felt ashamed when our relatives visited us and á I hid myself.,shame
7511,"I was so excited once that I told my classmate that she was old, á this hurt her and I felt guilty.",guilty
7512,"[ During a certain period, I felt successful and extremely satisfied.   á When I found that any tasks or decisions that I had made were better  á than expected.]",joy
7513,I am scared when I stroll alone on the Chung Chi college campus. ,fear
7514,"One day, I discussed a very important question with A.  A á suddenly declared that he would not accept my position and á thought that he himself was right.  Moreover, he attacked  á strongly, not my opinion but me personally.",anger
7515,"When I learnt that I had failed an exam,  This not only influenced á my emotions but also other important tasks, it also made my á record imperfect.",sadness
7516,"[ I would classify subjectively, a certain gesture or the way of á talking of a person as disgusting or inacceptable.]",digust
7517,One day I felt dizzy during a lecture.  When the lecturer asked á us as to who had heard the fairy tale - I was the only one who á put up his hand and this surprised the whole class.,shame
7518,"We always made a lot of noise during a certain lecture.  This may á have been because we did not respect the lecturer. Finaly, the á lecturer could not tolerate it and he scolded us angrily and á pointed out our misbehaviour.",guilty
7519,I felt happy when I received the letter telling me that I had á been admitted to the university.,joy
7520,"During the first year in university I had bad results in both á the terms, especially the first term.  I was afraid that  I would á not be promoted to the next year and that the others would go á ahead of me.",fear
7521,Once my father slapped my mother for a small quarrel.,anger
7522,"A few years ago my mother suffered from canccer and died within á two years.  We had not finished our studies then and could not á bear our responsibilities as her children.  My mother had tried á her best to take care of us but she lived in pain these two á years.  Neither the doctor nor we could do anything for her as á cancer is incurable.  I was very eager to replace her in á suffernig , even die instead of her.",sadness
